Time,heading
115.100001715,-3.132030725479126
115.200001716,-3.131805658340454
115.200001716,-3.1327130794525146
115.300001718,-3.13334059715271
115.300001718,-3.134098768234253
115.350001718,-3.13415789604187
115.400001719,-3.1342036724090576
115.45000172,-3.13326096534729
115.500001721,-3.132441759109497
115.600001722,-3.1294147968292236
115.650001723,-3.126943349838257
115.700001724,-3.1251399517059326
115.750001724,-3.124607801437378
115.750001724,-3.121807336807251
115.850001726,-3.1173789501190186
115.900001727,-3.1142241954803467
115.900001727,-3.1139066219329834
116.000001728,-3.114274263381958
116.050001729,-3.1156270503997803
116.10000173,-3.117609739303589
116.10000173,-3.121009111404419
116.15000173,-3.1249306201934814
116.250001732,-3.129925012588501
116.250001732,-3.134159803390503
116.300001733,-3.138378381729126
116.400001734,3.1413958072662354
116.450001735,3.1377112865448
116.500001735,3.134633779525757
116.500001735,3.1306331157684326
116.600001737,3.128033399581909
116.600001737,3.1255176067352295
116.650001738,3.124241590499878
116.700001738,3.124079465866089
116.80000174,3.1247308254241943
116.80000174,3.1311118602752686
116.900001741,3.1311118602752686
116.900001741,3.1362617015838623
117.000001743,3.1405766010284424
117.050001744,-3.138472318649292
117.100001744,-3.1344382762908936
117.150001745,-3.1329119205474854
117.200001746,-3.132478952407837
117.250001747,-3.1336705684661865
117.250001747,-3.1350839138031006
117.350001748,-3.1372010707855225
117.350001748,-3.1388561725616455
117.400001749,-3.140895128250122
117.45000175,3.1409242153167725
117.550001751,3.139113187789917
117.550001751,3.1380574703216553
117.600001752,3.136681318283081
117.700001753,3.13614821434021
117.700001753,3.135065793991089
117.800001755,3.1343719959259033
117.800001755,3.134181261062622
117.900001756,3.1356847286224365
117.950001757,3.1368300914764404
118.000001758,3.13850474357605
118.050001759,3.139270067214966
118.100001759,3.1395113468170166
118.100001759,3.1403424739837646
118.200001761,-3.140986204147339
118.250001762,-3.1401498317718506
118.300001762,-3.1402623653411865
118.300001762,-3.1410229206085205
118.400001764,3.141040563583374
118.450001765,3.1395933628082275
118.500001765,3.1383883953094482
118.500001765,3.1358253955841064
118.550001766,3.1334121227264404
118.650001768,3.131310224533081
118.700001768,3.1301724910736084
118.700001768,3.1297671794891357
118.750001769,3.129845380783081
118.850001771,3.130842924118042
118.850001771,3.1332170963287354
118.900001771,3.1356775760650635
118.950001772,3.139131784439087
119.050001773,-3.141056776046753
119.100001774,-3.13749098777771
119.100001774,-3.1346065998077393
119.150001775,-3.1318280696868896
119.200001776,-3.131152868270874
119.300001777,-3.131019353866577
119.300001777,-3.131761312484741
119.350001778,-3.1317403316497803
119.400001779,-3.1325809955596924
119.450001779,-3.133875608444214
119.50000178,-3.1358625888824463
119.550001781,-3.1380436420440674
119.600001782,3.1413323879241943
119.650001782,3.13716197013855
119.700001783,3.1337926387786865
119.750001784,3.1312263011932373
119.850001785,3.128924608230591
119.850001785,3.1277148723602295
119.900001786,3.1268675327301025
120.000001788,3.1259496212005615
120.000001788,3.124957799911499
120.100001789,3.12414288520813
120.15000179,3.1240437030792236
120.200001791,3.1258528232574463
120.250001791,3.127596139907837
120.300001792,3.1303765773773193
120.300001792,3.1322696208953857
120.400001794,3.1347920894622803
120.400001794,3.136270761489868
120.500001795,3.1354501247406006
120.500001795,3.1319048404693604
120.600001797,3.128984212875366
120.600001797,3.1267759799957275
120.650001797,3.1256096363067627
120.750001799,3.126063108444214
120.8000018,3.1279642581939697
120.8500018,3.1301791667938232
120.900001801,3.132495641708374
120.900001801,3.1349165439605713
121.000001803,3.137098550796509
121.050001803,3.138831377029419
121.100001804,3.1407601833343506
121.150001805,-3.1406171321868896
121.200001806,-3.13887619972229
121.250001806,-3.1378471851348877
121.250001806,-3.13885760307312
121.300001807,-3.1404950618743896
121.400001809,3.1410000324249268
121.450001809,3.140430212020874
121.50000181,3.1412570476531982
121.50000181,-3.1405394077301025
121.550001811,-3.138751745223999
121.600001811,-3.136713743209839
121.700001813,-3.1350882053375244
121.750001814,-3.1341655254364014
121.800001814,-3.132580518722534
121.800001814,-3.131305456161499
121.850001815,-3.1305501461029053
121.900001816,-3.1301701068878174
122.000001817,-3.129997491836548
122.000001817,-3.1299641132354736
122.100001819,-3.129647970199585
122.100001819,-3.129403829574585
122.20000182,-3.1293060779571533
122.20000182,-3.1296474933624268
122.250001821,-3.129657030105591
122.300001822,-3.1293303966522217
122.400001823,-3.128509283065796
122.400001823,-3.1288235187530518
122.500001825,-3.1297285556793213
122.550001826,-3.1311681270599365
122.550001826,-3.13246750831604
122.600001826,-3.133399724960327
122.700001828,-3.133965253829956
122.750001829,-3.1340482234954834
122.750001829,-3.134429693222046
122.800001829,-3.134981393814087
122.900001831,-3.1356008052825928
122.950001832,-3.135823965072632
123.000001832,-3.1358487606048584
123.000001832,-3.1355950832366943
123.100001834,-3.135213613510132
123.150001835,-3.134470224380493
123.150001835,-3.1335232257843018
123.250001836,-3.1325395107269287
123.300001837,-3.1313998699188232
123.350001838,-3.1304495334625244
123.400001838,-3.129610300064087
123.450001839,-3.129286050796509
123.450001839,-3.1292307376861572
123.50000184,-3.129112482070923
123.600001841,-3.1291043758392334
123.600001841,-3.129154920578003
123.700001843,-3.1292130947113037
123.700001843,-3.12927508354187
123.750001844,-3.1290652751922607
123.800001844,-3.1287038326263428
123.900001846,-3.128875494003296
123.900001846,-3.129307508468628
124.000001847,-3.129814863204956
124.000001847,-3.1301887035369873
124.100001849,-3.1304614543914795
124.150001849,-3.13120436668396
124.20000185,-3.132215738296509
124.250001851,-3.133568525314331
124.300001852,-3.134570360183716
124.350001852,-3.1355745792388916
124.350001852,-3.1367032527923584
124.450001854,-3.1379449367523193
124.450001854,-3.1390602588653564
124.550001855,-3.1401450634002686
124.550001855,-3.1412341594696045
124.600001856,3.1401827335357666
124.700001858,3.1380698680877686
124.700001858,3.1361405849456787
124.750001858,3.1363108158111572
124.85000186,3.1378839015960693
124.900001861,3.140122652053833
124.900001861,3.140817880630493
125.000001862,3.140115976333618
125.050001863,3.138951063156128
125.100001864,3.137561559677124
125.100001864,3.1366117000579834
125.200001865,3.133988618850708
125.250001866,3.131042242050171
125.250001866,3.1287906169891357
125.350001867,3.1272847652435303
125.400001868,3.1255838871002197
125.400001868,3.124440908432007
125.450001869,3.1241109371185303
125.50000187,3.1240689754486084
125.600001871,3.1242778301239014
125.600001871,3.123420000076294
125.650001872,3.1238677501678467
125.700001873,3.124894857406616
125.800001874,3.1261751651763916
125.850001875,3.1275742053985596
125.900001876,3.1287739276885986
125.900001876,3.129819631576538
126.000001877,3.130810499191284
126.000001877,3.1320369243621826
126.100001879,3.1334402561187744
126.100001879,3.1348726749420166
126.150001879,3.1363017559051514
126.20000188,3.1376407146453857
126.250001881,3.138962507247925
126.300001882,3.140387773513794
126.350001882,-3.140955686569214
126.450001884,-3.139648199081421
126.500001884,-3.1389081478118896
126.500001884,-3.1378982067108154
126.550001885,-3.1352689266204834
126.600001886,-3.1332767009735107
126.650001887,-3.1326234340667725
126.700001887,-3.1327035427093506
126.750001888,-3.133341073989868
126.85000189,-3.134638547897339
126.90000189,-3.1363980770111084
126.950001891,-3.1371591091156006
127.000001892,-3.136896848678589
127.000001892,-3.136634111404419
127.100001893,-3.1364142894744873
127.150001894,-3.135657548904419
127.200001895,-3.1337502002716064
127.250001896,-3.132145643234253
127.300001896,-3.131267786026001
127.300001896,-3.1298716068267822
127.400001898,-3.1284539699554443
127.400001898,-3.1273491382598877
127.500001899,-3.125535249710083
127.5500019,-3.1244003772735596
127.5500019,-3.1242940425872803
127.600001901,-3.125439405441284
127.650001902,-3.1275222301483154
127.700001902,-3.1297590732574463
127.750001903,-3.1318914890289307
127.800001904,-3.1342689990997314
127.850001905,-3.136082887649536
127.950001906,-3.1372077465057373
128.000001907,-3.1367623805999756
128.050001908,-3.1356561183929443
128.050001908,-3.134688138961792
128.150001909,-3.1338298320770264
128.20000191,-3.1330111026763916
128.250001911,-3.1344945430755615
128.300001911,-3.1366312503814697
128.350001912,-3.138261556625366
128.400001913,-3.140249013900757
128.400001913,3.1405107975006104
128.500001914,3.1357486248016357
128.500001914,3.1315228939056396
128.600001916,3.128889799118042
128.600001916,3.1286909580230713
128.650001917,3.1304619312286377
128.750001918,3.1334054470062256
128.750001918,3.137267827987671
128.800001919,3.140688180923462
128.90000192,-3.1400349140167236
128.90000192,-3.138190984725952
129.000001922,-3.1366684436798096
129.000001922,-3.13519549369812
129.100001923,-3.1337077617645264
129.150001924,-3.1304590702056885
129.200001925,-3.1304590702056885
129.200001925,-3.1288983821868896
129.300001926,-3.129084348678589
129.350001927,-3.127746343612671
129.350001927,-3.127835988998413
129.400001928,-3.1284425258636475
129.500001929,-3.1290977001190186
129.500001929,-3.1294190883636475
129.600001931,-3.1294167041778564
129.650001931,-3.129392385482788
129.650001931,-3.1293609142303467
129.700001932,-3.1293303966522217
129.800001934,-3.1292994022369385
129.800001934,-3.1292717456817627
129.900001935,-3.1292483806610107
129.900001935,-3.1292288303375244
129.950001936,-3.1294453144073486
130.000001937,-3.129420042037964
130.100001938,-3.1295840740203857
130.100001938,-3.1301615238189697
130.20000194,-3.1305758953094482
130.20000194,-3.1305291652679443
130.25000194,-3.130807638168335
130.300001941,-3.1312263011932373
130.350001942,-3.1317789554595947
130.400001943,-3.1340644359588623
130.500001944,-3.1348798274993896
130.500001944,-3.1354033946990967
130.600001946,-3.1343376636505127
130.600001946,-3.134260892868042
130.700001947,-3.1346027851104736
130.750001948,-3.1350257396698
130.800001949,-3.133026361465454
130.850001949,-3.132925271987915
130.850001949,-3.1328694820404053
130.950001951,-3.1326682567596436
131.000001952,-3.13265061378479
131.050001952,-3.13248610496521
131.100001953,-3.1326377391815186
131.100001953,-3.1331889629364014
131.200001955,-3.1343324184417725
131.200001955,-3.135812520980835
131.300001956,-3.137646436691284
131.300001956,-3.13968825340271
131.350001957,-3.1415817737579346
131.450001958,3.1407735347747803
131.500001959,3.140507459640503
131.500001959,3.141220808029175
131.55000196,-3.140305280685425
131.60000196,-3.1381070613861084
131.700001962,-3.1362082958221436
131.750001963,-3.134392023086548
131.800001963,-3.13301157951355
131.800001963,-3.132234811782837
131.900001965,-3.129680871963501
131.950001966,-3.1277530193328857
131.950001966,-3.126599073410034
132.000001966,-3.1254565715789795
132.100001968,-3.125739336013794
132.150001969,-3.1268703937530518
132.150001969,-3.1279661655426025
132.200001969,-3.1290509700775146
132.300001971,-3.129359006881714
132.300001971,-3.129565954208374
132.400001972,-3.1300699710845947
132.400001972,-3.1307199001312256
132.500001974,-3.130279779434204
132.500001974,-3.129364252090454
132.550001975,-3.127058744430542
132.600001975,-3.1263725757598877
132.700001977,-3.1274287700653076
132.750001978,-3.1292288303375244
132.750001978,-3.1311752796173096
132.800001978,-3.1330630779266357
132.850001979,-3.1349575519561768
132.90000198,-3.136531114578247
132.950001981,-3.1376283168792725
133.000001981,-3.138808488845825
133.100001983,-3.1402242183685303
133.150001984,3.1414310932159424
133.150001984,3.140014410018921
133.250001985,3.138746500015259
133.300001986,3.1375510692596436
133.300001986,3.1365339756011963
133.350001987,3.1356308460235596
133.400001987,3.1346499919891357
133.500001989,3.13358473777771
133.500001989,3.1326472759246826
133.55000199,3.1318767070770264
133.60000199,3.1315152645111084
133.700001992,3.1315243244171143
133.750001993,3.1321637630462646
133.800001993,3.1332833766937256
133.850001994,3.134225606918335
133.900001995,3.1346404552459717
133.950001996,3.1359827518463135
134.000001996,3.138498067855835
134.050001997,3.1392204761505127
134.100001998,3.139000654220581
134.100001998,3.1389596462249756
134.150001998,3.1388890743255615
134.250002,3.1387388706207275
134.300002001,3.137397527694702
134.300002001,3.136162519454956
134.350002001,3.135671377182007
134.400002002,3.135211229324341
134.450002003,3.13582444190979
134.550002004,3.137688398361206
134.600002005,3.140183210372925
134.650002006,-3.1408698558807373
134.650002006,-3.1393086910247803
134.700002007,-3.1391146183013916
134.800002008,-3.1401398181915283
134.850002009,-3.1401641368865967
134.850002009,-3.140517473220825
134.90000201,-3.1411516666412354
135.000002011,3.140551805496216
135.050002012,3.1392056941986084
