Time,pos x,pos y,pos z
74.950001116,-698.7778686078085,-3625.25140005339,695.9499313877088
75.250001121,-698.5525724035817,-3625.3569233150424,695.9498158426621
75.550001125,-698.7064962726337,-3625.2846567484544,695.9497863630461
75.85000113,-698.8330008241321,-3625.310509293521,695.9497753878402
76.150001134,-699.0937431747483,-3625.366513762708,695.9497680846537
76.450001139,-699.1715563321682,-3625.2980810505815,695.9498157205429
76.750001143,-699.0073075195281,-3625.26131952014,695.949906031511
77.050001148,-699.0306583659054,-3625.394814201403,695.94988842937
77.350001152,-699.1588717999813,-3625.2706295676403,695.9499084474764
77.650001157,-699.1806284904857,-3625.2529360017365,695.9499061039241
77.950001161,-698.9221990393863,-3625.212128212296,695.9498595244124
78.250001166,-698.6738803010923,-3625.2292722691905,695.9498566685413
78.55000117,-698.7030260253752,-3625.2393340410135,695.9498941272982
78.800001174,-699.0130816329184,-3625.267261154965,695.9499598853736
79.150001179,-698.8499411363416,-3625.082888471512,695.9499332552792
79.450001183,-698.8846541454146,-3625.054087382495,695.9498901462956
79.750001188,-698.8679733547172,-3625.1402617515864,695.9499196250064
80.000001192,-698.8716864643271,-3625.163342603481,695.9500918061854
80.350001197,-698.8384550607798,-3625.1311541673463,695.9501551984546
80.650001201,-698.9675872040617,-3625.1200602840327,695.9500309761439
80.950001206,-698.9416343271291,-3625.144522318808,695.9499536144624
81.25000121,-698.9027322465519,-3625.041106958637,695.9501003772514
81.550001215,-698.8832124322759,-3625.058142686272,695.9501891956522
81.850001219,-698.9446416868134,-3625.0541789429926,695.9500774284703
82.150001224,-699.0981635841268,-3625.066884880248,695.9499304935437
82.400001227,-699.3201511992526,-3625.056724639274,695.9498966827117
82.750001233,-699.4382789900045,-3625.0903253955325,695.9498604865358
83.050001237,-699.218549841375,-3625.1680929480085,695.9498841574272
83.350001242,-699.2455381583873,-3625.2479346992445,695.949920074018
83.650001246,-699.1487076209786,-3625.3205544424727,695.9499285068972
83.95000125,-698.9344922274956,-3625.3745755173723,695.949965534489
84.250001255,-698.8783036062811,-3625.3488954955724,695.9502152921903
84.550001259,-699.0893868861368,-3625.38155640062,695.9503049643963
84.850001264,-699.14372111821,-3625.3013968224172,695.9500748193846
85.150001268,-699.269650306578,-3625.3014415898306,695.9492611185121
85.450001273,-699.5423972119754,-3625.1632575275426,695.9469741369869
85.750001277,-699.9819756466941,-3625.1691811241035,695.9485968886456
86.050001282,-701.1026899504737,-3625.228686369563,695.9571329375902
86.350001286,-700.8446439401057,-3625.310144911829,695.9675193583855
86.650001291,-700.8600540656145,-3625.3866547824173,695.9697509615611
86.950001295,-701.2178761854079,-3625.5326256094004,695.9709487545532
87.200001299,-701.1436773232124,-3625.503309065833,695.9706155973764
87.550001304,-700.145118472151,-3625.489544982494,695.966738966097
87.850001309,-699.6830507326791,-3625.534726348014,695.9595413795741
88.150001313,-697.4954146675907,-3625.638089947152,695.9504430759005
88.450001318,-697.2040430904087,-3625.7035500526767,695.9595345178159
88.750001322,-696.9630334412765,-3625.769021807427,695.9610849727748
89.050001326,-696.5069485401308,-3625.8710948790917,695.9501639038056
89.30000133,-696.549188780415,-3625.9569688946863,695.946016082358
89.650001335,-696.5422905493416,-3625.931550643771,695.944916043052
89.95000134,-696.1462464853191,-3625.84575697947,695.9447973268752
90.250001344,-696.4231044828961,-3625.580961803568,695.9447069989626
90.550001349,-696.2812990933736,-3625.476003662338,695.9448524426659
90.850001353,-696.7954941963128,-3625.457458484338,695.9449525107071
91.150001358,-696.9221530930157,-3625.4883571316514,695.9447375993649
91.450001362,-696.8113186520269,-3625.610488701738,695.9446701890132
91.750001367,-696.94350207018,-3625.51775490896,695.9446723936497
92.00000137,-697.2167627174246,-3625.426121898939,695.9446840045332
92.350001376,-697.3939364839492,-3625.468158326985,695.94478770427
92.65000138,-697.5949452733163,-3625.438643671404,695.9448850064389
92.950001385,-697.6383185495695,-3625.3628748832325,695.9448845172043
93.250001389,-697.7510101577166,-3625.2369366442435,695.944913849158
93.550001394,-698.2724861288767,-3625.1543082350054,695.9450720744269
93.850001398,-698.4930849707766,-3625.191563210794,695.9450533872812
94.150001402,-698.5482464477568,-3625.0667393925964,695.9448709056361
94.450001407,-698.6403349798845,-3625.113296990114,695.9448122280911
94.750001411,-698.8196386217314,-3625.1936981120966,695.9447806328141
