Time,pos x,pos y,pos z
259.950003873,538.1805727253125,-5951.1740810456495,693.4458556956213
260.050003875,538.3349397590814,-5951.626430309843,693.439602199742
260.050003875,538.496580225458,-5952.077274575786,693.4329300512668
260.150003876,538.5648972797487,-5952.575071395461,693.4190598808298
260.150003876,538.5850760086657,-5952.567112104459,693.4077094356852
260.250003878,539.1876596009683,-5954.616615881739,693.3893596490069
260.300003878,539.4292048387805,-5955.269942882143,693.3671125086569
260.350003879,539.4478619708592,-5955.211768771097,693.3550844238861
260.40000388,539.4478619708592,-5955.211768771097,693.3550844238861
260.450003881,539.8212112242052,-5956.368773205273,693.3385218658688
260.550003882,540.032642793036,-5957.006489632575,693.3250724040552
260.550003882,540.0344589230489,-5956.999525806258,693.3120246060319
260.650003883,540.7869494223065,-5959.456167519867,693.2890556900761
260.700003884,540.7811832037337,-5959.439650150087,693.2707690629302
260.750003885,541.3728413970774,-5961.405659884221,693.2467234395072
260.850003886,541.162290946311,-5960.820785079864,693.2269244286214
260.850003886,541.3499822073381,-5961.494174806372,693.2152405041179
260.900003887,541.3499822073381,-5961.494174806372,693.2152405041179
261.000003889,542.0963171361127,-5964.250275310441,693.1782357962529
261.050003889,542.0963171361127,-5964.250275310441,693.1782357962529
261.10000389,542.4570906137174,-5965.76468099872,693.1336260375997
261.150003891,542.4570906137174,-5965.76468099872,693.1336260375997
261.200003892,542.4570906137174,-5965.76468099872,693.1336260375997
261.200003892,542.4743384927942,-5965.767962869496,693.1118316776245
261.250003892,542.9027086923693,-5967.315710625568,693.0826160856634
261.300003893,542.9027086923695,-5967.315710625568,693.0826160856634
261.400003895,543.443255665745,-5968.885889292315,693.0472934193027
261.450003895,544.465927014159,-5972.1371023939855,693.0121228472234
261.500003896,544.4659270141588,-5972.1371023939855,693.0121228472234
261.600003898,544.9197040506199,-5973.81619147927,692.9765062736464
261.700003899,545.0778058865833,-5974.773692273042,692.9403600532821
261.700003899,545.3086211770274,-5975.670629329836,692.9221564177484
261.7500039,545.4950634311533,-5976.564375332617,692.9051441723295
261.800003901,545.506860211192,-5976.612493787208,692.8872698234246
261.850003901,545.506860211192,-5976.612493787208,692.8872698234246
261.900003902,545.8666514086826,-5978.448718213156,692.8443627371547
262.000003904,546.2492728968409,-5980.280777547569,692.8306810347091
262.000003904,546.4412868315324,-5981.279274859051,692.8129178900402
262.050003904,546.4412868315324,-5981.279274859051,692.8129178900402
262.100003905,546.6931623437283,-5982.243239955537,692.7911557823514
262.150003906,546.9390955503087,-5983.186634606987,692.7587146221962
262.200003907,547.3225964112788,-5985.106984844307,692.7410577657537
262.250003907,547.3225964112788,-5985.106984844307,692.7410577657537
262.300003908,548.0139302266496,-5988.047022141597,692.7065745935898
262.40000391,548.0168509561397,-5988.04590321761,692.689941872733
262.500003911,548.2519360781538,-5989.078884504756,692.6709905063296
262.550003912,548.2888576789946,-5989.099225996716,692.6543119323414
262.550003912,548.5885866768192,-5990.63011785693,692.6389941899587
262.600003913,549.3299639502611,-5994.206182614556,692.6078260564295
262.650003913,549.3299639502611,-5994.206182614556,692.6078260564295
262.700003914,549.3061372244986,-5994.295097111324,692.5761316772752
262.750003915,549.3061372244986,-5994.295097111324,692.5761316772752
262.850003916,549.7017315073058,-5996.403369730832,692.546550267685
262.900003917,549.9773459591559,-5997.9734535505395,692.5320179282023
263.000003919,550.5777908726054,-6001.6975570410395,692.5035510003431
263.050003919,550.5937133396371,-6001.720290257353,692.4906169589626
263.150003921,550.6418944951208,-6001.729259189822,692.476912536162
263.150003921,551.2700912864123,-6006.17280745708,692.4508956373359
263.200003921,551.1351495389567,-6005.115046525773,692.4378096150577
263.300003923,551.1351495389567,-6005.115046525773,692.4378096150577
263.350003924,551.5426839948287,-6007.402014421965,692.4120806671984
263.400003924,551.7873251602036,-6008.527928449682,692.3996798848523
263.500003926,551.9678413473546,-6009.6950728682195,692.3886064419131
263.500003926,552.3520669436962,-6011.979708636904,692.3772700457297
263.550003927,552.7986523911452,-6014.154925684815,692.3536177737459
263.650003928,553.0284240733049,-6015.250116683899,692.3422674358535
263.700003929,553.1960574845666,-6016.332433608677,692.3317067145822
263.80000393,553.7892678042806,-6019.4678429598325,692.3069529280114
263.80000393,553.5884059773394,-6018.353350567169,692.2962420782941
