Time,pos x,pos y,pos z,heading
2300.650034282,-821.3917081136608,-5075.26375643433,707.04877350091,-1.4474764718215496
2300.7000342819997,-821.4003445049991,-5075.25924261594,707.04877350091,-1.4353899203240406
2300.750034283,-821.3982333861151,-5075.257950991409,707.0485866856274,-1.4335254758642302
2300.800034284,-821.0442819499046,-5074.664646101627,707.048437527493,-1.4337013998126957
2300.8500342849998,-821.4613959914709,-5074.756438105442,707.048437527493,-1.440563255561925
2300.900034285,-821.6177832394573,-5074.791554567678,707.048437527493,-1.4412550241354443
2300.9500342859997,-821.9117210268234,-5074.656475021446,707.0482547026671,-1.4505183089543798
2301.000034287,-822.281611179356,-5074.235798077358,707.0474191536936,-1.4667205048350849
2301.050034288,-822.4161100510892,-5074.075290865165,707.0474191536936,-1.4706449333688534
2301.1000342879997,-822.3696676278031,-5074.0566750646185,707.0470381653773,-1.4754445910865572
2301.150034289,-822.3480443285127,-5074.049672257758,707.0470381653773,-1.483845516053507
2301.2000342899996,-821.8251268651413,-5073.622421247806,707.0461047748591,-1.483593265175626
2301.250034291,-821.6209652950348,-5073.4593590872755,707.044948239202,-1.489761016420598
2301.300034291,-821.9038885502981,-5073.655758804617,707.044948239202,-1.5167146605572064
2301.3500342919997,-822.005137598745,-5073.730971863552,707.0442700655425,-1.5314943077524694
2301.400034293,-821.6590790935561,-5073.3309236103905,707.042675151821,-1.5249231810790056
2301.450034294,-821.3342305172201,-5073.701107518624,707.041759780533,-1.548134106235683
2301.5000342939998,-821.6362743663602,-5073.437957582789,707.041759780533,-1.5801644177429248
2301.550034295,-821.1776406867922,-5073.662544019527,707.040753576298,-1.5650869482408787
2301.6000342959996,-821.8406997815092,-5072.816823707587,707.039684668924,-1.618980513371229
2301.650034297,-822.0840228612502,-5072.494035920683,707.0385432329747,-1.6296272721150518
2301.700034297,-821.7003951295642,-5072.105501654205,707.0373392602467,-1.609741225527998
2301.7500342979997,-821.5581022557535,-5071.957052510651,707.0361085551604,-1.6165756935550886
2301.800034299,-821.6814775606383,-5071.331468655297,707.0335461236657,-1.6331733189758748
2301.8500343,-821.8645292129747,-5070.992444234108,707.0321328758921,-1.6464489897446222
2301.9000343,-821.9219393346744,-5070.863312698148,707.030624249254,-1.6480688957766114
2301.950034301,-822.2772074763307,-5070.401559516326,707.030624249254,-1.6694514502633533
2302.0000343019997,-821.5783554554527,-5070.6913662491115,707.0290107186867,-1.615954355082316
2302.050034303,-821.9142427069769,-5069.913588638722,707.027310688621,-1.6609614354441644
2302.100034303,-822.2518522057647,-5068.897860995236,707.0235849774809,-1.678963779386332
2302.1500343039997,-822.3700226442586,-5068.510098487479,707.0235849774809,-1.672517734251759
2302.200034305,-822.4073686057985,-5068.362177867322,707.0193964296656,-1.6668437820414914
2302.2500343049996,-821.8097735653621,-5068.0855231136775,707.0193964296656,-1.6193076902185735
2302.300034306,-821.5988249875431,-5067.979621158695,707.0124472861801,-1.6274565948492827
2302.350034307,-821.067711746195,-5067.205148764537,707.0124472861801,-1.605357580104882
2302.4000343079997,-820.8647475438237,-5066.909659952231,707.0124472861801,-1.6243583675222522
2302.450034308,-820.7842439140941,-5066.797107868877,707.0099798213633,-1.643984438918318
2302.500034309,-820.8737189075188,-5066.267259156676,707.0048146088997,-1.6672216016070303
2302.55003431,-821.4820894200925,-5064.483792931219,707.0021142505144,-1.7176073489232353
2302.600034311,-821.6899338884558,-5063.802949624886,706.9993337126606,-1.7059067881104015
2302.6500343109997,-821.733693513484,-5063.774487972258,706.9993337126606,-1.6893787923527366
2302.700034312,-821.7090675085689,-5063.16469310894,706.9993337126606,-1.677553444629126
2302.750034313,-821.8777784263912,-5061.584277523478,706.9904548088073,-1.6879253691163103
2302.8000343139997,-821.9313398023027,-5060.980875294888,706.9904548088073,-1.6859213419883723
2302.850034314,-821.9473922833329,-5060.750513286835,706.9872655926113,-1.6836796568389547
2302.9000343149996,-822.2480169921255,-5059.95404740202,706.9807137627756,-1.7069690750608468
2302.950034316,-821.5847956276548,-5058.892590610184,706.9773580967646,-1.6275441037604454
2303.000034317,-821.360491976428,-5058.486900345954,706.9739387648494,-1.636195717179932
2303.0500343169997,-821.4611234442774,-5058.50799060647,706.9739387648494,-1.6694266872972332
2303.100034318,-821.4929277246654,-5058.516220425922,706.9669135175659,-1.6764215751422926
2303.150034319,-821.8530654030437,-5057.010683503547,706.9669135175659,-1.710147879857273
2303.2000343199998,-821.7026791282825,-5056.830040076579,706.9633159750244,-1.675628832219545
2303.25003432,-821.6545561081327,-5056.7608591302505,706.9596599431777,-1.67093562829481
2303.3000343209997,-821.3430410995098,-5056.046490486623,706.955958453325,-1.6454938206857241
2303.350034322,-822.0178112610436,-5055.656462826441,706.948370312531,-1.7310244843211424
2303.400034323,-822.3082937107044,-5054.573240391016,706.948370312531,-1.7305537425391524
2303.4500343229997,-821.2508857798576,-5053.994288139117,706.944478990299,-1.6028371230030651
2303.500034324,-820.9009092578982,-5053.772599521941,706.9364913328975,-1.620450182014413
2303.5500343249996,-821.359493486545,-5052.737463983046,706.9364913328975,-1.708069248653077
2303.600034326,-821.5101646671905,-5052.3424530259545,706.9364913328975,-1.7137530246258126
2303.650034326,-821.4825861228002,-5051.040779406748,706.9285238450564,-1.6904488503499413
2303.7000343269997,-822.381776072083,-5049.481756085179,706.9247440426055,-1.7691385791207384
2303.750034328,-822.6814873579539,-5048.886556469505,706.9178103193287,-1.727534083590328
2303.800034329,-821.9152668367731,-5047.660373129606,706.9147348551594,-1.579419341323209
2303.8500343289998,-821.68857151055,-5047.190451217274,706.9147348551594,-1.5589743282093205
2303.90003433,-821.4970844371763,-5047.383080663731,706.9095522459545,-1.549728619364797
2303.9500343309996,-821.214340389825,-5046.849002644337,706.9095522459545,-1.5086295959327316
2304.000034332,-821.1426234253239,-5046.644003342391,706.9095522459545,-1.4970939927578044
2304.050034332,-820.9426064020365,-5047.245901737359,706.9058050222686,-1.4626299502617726
2304.1000343329997,-821.8013413678595,-5046.710540283879,706.9045172740936,-1.4844428974826958
2304.150034334,-821.507254998614,-5046.729460568589,706.90266026692,-1.4429430069067175
2304.200034335,-822.355480396003,-5047.342142288914,706.9018537288337,-1.4435172840639727
2304.250034335,-822.6944327559424,-5047.575752603804,706.9018537288337,-1.4317726667138195
2304.300034336,-822.831263113482,-5047.664794318713,706.9018537288337,-1.424396275617714
2304.3500343369997,-821.8271275939542,-5047.228222641984,706.9002729282547,-1.418858946898656
2304.400034338,-821.4400915802589,-5047.061553700684,706.9002729282547,-1.417620987623293
2304.450034338,-821.5231161798391,-5047.727478337214,706.898544665795,-1.4195494222394844
2304.5000343389997,-822.153322360675,-5047.04097904805,706.8976140525896,-1.4267597810014587
2304.55003434,-822.391046170802,-5046.7788338088085,706.8976140525896,-1.4267858439883025
2304.6000343409996,-821.9155707129198,-5047.819072697917,706.8954832318419,-1.4271497240734423
2304.650034341,-821.7294981011725,-5048.21652428182,706.8942641315632,-1.4338989279611678
2304.700034342,-821.6946714605763,-5047.376906153195,706.8930370060174,-1.4430211152516679
2304.7500343429997,-822.4179798430039,-5046.406183552892,706.8918318521928,-1.4646684098553608
2304.800034343,-822.6897260556794,-5046.035515685304,706.8918318521928,-1.4723300870852531
2304.850034344,-822.1418570435382,-5046.506052264673,706.8883882383782,-1.458886125048773
2304.9000343449998,-821.7306763216296,-5046.4074277880645,706.8883882383782,-1.471917773092497
2304.950034346,-821.5692023375871,-5046.369901276888,706.8861200494296,-1.4902728280101938
2305.0000343459997,-822.0385877705395,-5046.023472651507,706.8849297668935,-1.530983863506409
2305.050034347,-822.2040691257937,-5045.891536007378,706.8849297668935,-1.5411998393060264
2305.100034348,-822.1021429835603,-5046.164239564858,706.8823425282823,-1.5462477862246173
2305.1500343489997,-821.7729672168335,-5045.348592801247,706.8823425282823,-1.5483344876601626
2305.200034349,-822.0750153201927,-5044.364764905154,706.8809387218992,-1.5767347475527493
2305.2500343499996,-822.1739582416124,-5043.775181289684,706.8794681615499,-1.5909040870578464
2305.300034351,-822.206536596334,-5043.550139853548,706.8794681615499,-1.5961982086845683
2305.350034352,-821.9437697337369,-5043.958278940307,706.8747455872341,-1.5864945912829511
2305.4000343519997,-821.8482531746458,-5044.11409472642,706.8747455872341,-1.5913505385203517
2305.450034353,-822.0582968274032,-5043.773273045365,706.8730972848467,-1.6073044079108292
2305.500034354,-750.546614077501,-5045.632621548775,706.8695673455737,-7.443437153919623
2305.5500343549998,-822.0502772648556,-5132.470185780117,706.8695673455737,-5.600358095295618
2305.600034355,-822.0655227573561,-5165.573938984562,706.8695673455737,-4.420254652240242
2305.6500343559997,-821.4141286382874,-5125.8182915660445,706.8656926030927,-3.62290253498295
2305.700034357,-821.4119366382263,-5088.783525465928,706.8636079155327,-3.147623105578759
2305.750034358,-821.4739239185444,-5065.258714293013,706.8613888951711,-2.8670096499845377
2305.8000343579997,-822.5056838503273,-5053.019681565457,706.8590114601914,-2.704111020510887
2305.850034359,-822.4813002009739,-5046.9402030302035,706.8564545067195,-2.601437197606833
2305.90003436,-821.8415249611801,-5042.845828132646,706.8509442974125,-2.5245817979355687
2305.950034361,-821.7273546484998,-5041.038665273922,706.8509442974125,-2.469797249877021
2306.000034361,-821.2781725693777,-5040.349539686882,706.8480114841577,-2.349749552134309
2306.0500343619997,-821.592662152254,-5039.863980381769,706.8449255457492,-2.224470211424925
2306.100034363,-821.660089177006,-5039.661417685551,706.8449255457492,-2.008087384874977
2306.150034364,-821.6643519205054,-5038.545250218983,706.8347357967724,-1.8435560723295128
2306.2000343639997,-821.3457885279064,-5037.537786905899,706.8347357967724,-1.720131292377534
2306.250034365,-821.2619938681307,-5037.151644549811,706.8272542426814,-1.6822050127790087
2306.3000343659996,-821.7549273256654,-5036.818293124106,706.8272542426814,-1.7195897084321594
2306.350034367,-821.924931864322,-5036.691039317052,706.8272542426814,-1.705416994526532
2306.400034367,-821.894552051186,-5035.337842969231,706.819300818044,-1.6861029448984453
2306.4500343679997,-821.8828563295236,-5034.8209786004545,706.819300818044,-1.6814312936831746
2306.500034369,-822.1287262803925,-5033.228539318188,706.8063519819258,-1.7044909739881786
2306.55003437,-822.1752679788735,-5032.875011823836,706.801899681471,-1.697268021677209
2306.60003437,-822.1920747162719,-5032.739939515391,706.801899681471,-1.6905281415511817
2306.650034371,-822.1987950513715,-5032.688299242319,706.7928451876119,-1.6855598462124648
2306.7000343719997,-821.2297527292916,-5031.931878465952,706.7928451876119,-1.5964950244032332
2306.750034373,-820.9000496793507,-5031.642549090341,706.7790079780741,-1.616843080319601
2306.800034373,-821.2168152682622,-5030.354624575677,706.7790079780741,-1.6796265691987198
2306.8500343739997,-821.3239819553324,-5029.862890083848,706.7790079780741,-1.6853408690308498
2306.900034375,-821.4513185175742,-5028.979062073492,706.7790079780741,-1.6890271165881228
2306.9500343759996,-821.2284997092343,-5028.482682903272,706.7695319278059,-1.6599221655450067
2307.000034376,-821.4317320378856,-5028.58051139394,706.7646913057323,-1.6848311390114803
2307.050034377,-821.9088402048924,-5027.919561282442,706.7547849813832,-1.7167355638562727
2307.1000343779997,-821.789069095601,-5026.749536370413,706.7547849813832,-1.6787340644927564
2307.150034379,-821.978595281725,-5026.257342341689,706.7497305047921,-1.6910347478661671
2307.200034379,-821.4307656275276,-5025.432992291224,706.7394071182525,-1.633158412052113
2307.2500343799998,-821.2389846578775,-5025.118060175775,706.7394071182525,-1.6434582288509696
2307.300034381,-821.1706338001809,-5024.997886994997,706.7286643750211,-1.6603268947466903
2307.3500343809997,-822.1041881518375,-5023.79530982666,706.7286643750211,-1.7598073764329327
2307.400034382,-822.4166021941567,-5023.336535626957,706.7175988385037,-1.7449011717936995
2307.450034383,-821.3735926971137,-5022.267008035708,706.7121573974115,-1.6149366281360356
