Time,heading
161.400002405,-2.786135196685791
161.450002405,-2.786135196685791
161.450002405,-2.7425997257232666
161.550002407,-2.7056539058685303
161.600002408,-2.6941564083099365
161.650002408,-2.6941564083099365
161.700002409,-2.6941564083099365
161.700002409,-2.6884257793426514
161.75000241,-2.697401285171509
161.800002411,-2.7012062072753906
161.850002411,-2.7012062072753906
161.950002413,-2.696401834487915
162.000002413,-2.6951680183410645
162.100002415,-2.719316005706787
162.150002416,-2.719316005706787
162.200002416,-2.791095018386841
162.250002417,-2.8188207149505615
162.300002418,-2.879781484603882
162.350002419,-2.9001424312591553
162.400002419,-2.9001424312591553
162.500002421,-2.9661667346954346
162.550002422,-2.9661667346954346
162.600002422,-2.9892420768737793
162.650002423,-2.970484495162964
162.650002423,-2.99421763420105
162.750002425,-2.993237018585205
162.750002425,-3.0016791820526123
162.850002426,-3.017157554626465
162.900002427,-3.03670072555542
163.000002428,-3.0366053581237793
163.10000243,-3.0423872470855713
163.10000243,-3.0485177040100098
163.150002431,-3.060220241546631
163.250002432,-3.0607035160064697
163.350002434,-3.0842745304107666
163.400002434,-3.0842745304107666
163.400002434,-3.0840320587158203
163.450002435,-3.0840320587158203
163.500002436,-3.0931143760681152
163.550002437,-3.0970098972320557
163.650002438,-3.1016390323638916
163.700002439,-3.106743097305298
163.80000244,-3.1144230365753174
163.850002441,-3.1144230365753174
163.900002442,-3.116295337677002
164.000002443,-3.127426862716675
164.050002444,-3.1273651123046875
164.100002445,-3.131108045578003
164.150002446,-3.132033109664917
164.250002447,-3.132033109664917
164.250002447,-3.1406409740448
164.350002449,3.141477346420288
164.400002449,3.141477346420288
164.45000245,3.1396846771240234
164.500002451,3.139263153076172
164.500002451,3.1373541355133057
164.550002451,3.1373541355133057
164.600002452,3.1340062618255615
164.650002453,3.1308884620666504
164.750002454,3.128497838973999
164.800002455,3.1292004585266113
164.850002456,3.1292004585266113
164.900002457,3.1279008388519287
164.950002457,3.128478765487671
165.050002459,3.128185987472534
165.050002459,3.129268169403076
165.10000246,3.1280722618103027
165.200002461,3.128793954849243
165.250002462,3.1282830238342285
165.300002463,3.127223491668701
165.350002463,3.127223491668701
165.400002464,3.1277432441711426
165.450002465,3.128171920776367
165.550002466,3.1285173892974854
165.600002467,3.1283278465270996
165.700002469,3.1288444995880127
165.750002469,3.1281898021698
165.850002471,3.1281898021698
165.850002471,3.1276538372039795
165.950002472,3.1263389587402344
165.950002472,3.1270840167999268
166.050002474,3.1264760494232178
166.050002474,3.126399517059326
166.150002475,3.125951051712036
166.150002475,3.1263344287872314
166.250002477,3.1263344287872314
166.300002478,3.1267831325531006
166.300002478,3.126605749130249
166.350002478,3.1274609565734863
166.400002479,3.129079818725586
166.45000248,3.128861904144287
166.500002481,3.128861904144287
166.550002481,3.1296494007110596
166.600002482,3.128514051437378
166.700002484,3.1290159225463867
166.750002484,3.1290159225463867
166.800002485,3.1366634368896484
166.900002487,3.1389057636260986
166.950002487,-3.137086868286133
166.950002487,-3.137956380844116
167.000002488,-3.133343458175659
167.050002489,-3.1319496631622314
167.15000249,-3.1304564476013184
167.200002491,-3.1277425289154053
167.300002492,-3.1272151470184326
167.350002493,-3.128592014312744
167.350002493,-3.127793073654175
167.450002495,-3.127793073654175
167.450002495,-3.1183266639709473
167.500002495,-3.121429920196533
167.550002496,-3.121429920196533
167.600002497,-3.1230404376983643
167.650002498,-3.1245505809783936
167.700002498,-3.127577066421509
167.8000025,-3.127577066421509
167.850002501,-3.1321990489959717
167.900002501,-3.13871693611145
167.900002501,-3.141273260116577
168.000002503,3.1399083137512207
168.050002504,3.1340811252593994
168.100002504,3.1340811252593994
168.100002504,3.129220485687256
168.200002506,3.131380796432495
168.300002507,3.1312170028686523
168.300002507,3.129711151123047
168.400002509,3.1293070316314697
168.45000251,3.127606153488159
168.50000251,3.1283481121063232
168.550002511,3.130120038986206
168.650002513,3.1295735836029053
168.700002513,3.1294023990631104
168.750002514,3.1286725997924805
168.800002515,3.1292247772216797
168.850002516,3.1298863887786865
168.950002517,3.130769968032837
169.000002518,3.132495403289795
169.050002519,3.132495403289795
169.100002519,3.1318917274475098
169.200002521,3.1322271823883057
169.200002521,3.1327006816864014
169.300002522,3.1333072185516357
169.300002522,3.132749319076538
169.400002524,3.132964611053467
169.400002524,3.1331496238708496
169.500002525,3.1331496238708496
169.500002525,3.1372883319854736
169.600002527,3.1361899375915527
169.700002528,3.139735698699951
169.700002528,3.139585494995117
169.80000253,3.139585494995117
169.85000253,3.140730619430542
169.85000253,3.1406664848327637
169.900002531,3.1414310932159424
169.950002532,-3.1415908336639404
170.050002533,-3.1415677070617676
170.050002533,3.1407346725463867
170.150002535,3.1407346725463867
170.200002536,3.1396286487579346
170.250002536,3.1396286487579346
170.300002537,3.139554977416992
170.300002537,3.139674663543701
170.350002538,3.139650344848633
170.400002539,3.139650344848633
170.450002539,3.1394381523132324
170.550002541,3.1367273330688477
170.600002542,3.1367273330688477
170.650002542,3.1295249462127686
170.700002543,3.1295249462127686
170.750002544,3.132676839828491
170.800002545,3.132676839828491
170.800002545,3.1327016353607178
170.900002546,3.1326820850372314
170.950002547,3.132723093032837
171.000002548,3.132723093032837
171.100002549,3.1327860355377197
171.15000255,3.133068084716797
171.200002551,3.132742166519165
171.200002551,3.132326364517212
171.250002551,3.132326364517212
171.350002553,3.1305556297302246
171.400002554,3.129343271255493
171.450002554,3.1280198097229004
171.550002556,3.1253504753112793
171.550002556,3.122904062271118
171.650002557,3.1216652393341064
171.700002558,3.121391534805298
171.750002559,3.1210005283355713
171.85000256,3.120743751525879
171.900002561,3.120743751525879
171.900002561,3.122952699661255
172.000002562,3.126164674758911
172.050002563,3.1297335624694824
172.100002564,3.128052234649658
172.150002565,3.1266586780548096
172.250002566,3.126593589782715
172.250002566,3.1259453296661377
172.300002567,3.126605987548828
172.350002568,3.128894567489624
172.450002569,3.128894567489624
