Time,pos x,pos y,pos z,heading
13.200000196,979.6232299804688,-5383.36279296875,371.4395751953125,104.63447570800781
13.200000196,979.6224975585938,-5383.36279296875,371.43951416015625,104.61620330810547
13.200000196,979.6224975585938,-5383.36279296875,371.43951416015625,104.61620330810547
13.300000198,979.6214599609375,-5383.3623046875,371.43951416015625,104.59165954589844
13.300000198,979.6214599609375,-5383.3623046875,371.43951416015625,104.59165954589844
13.300000198,979.6205444335938,-5383.3623046875,371.43951416015625,104.56935119628906
13.300000198,979.6205444335938,-5383.3623046875,371.43951416015625,104.56935119628906
13.300000198,979.6205444335938,-5383.3623046875,371.43951416015625,104.56935119628906
13.300000198,979.6205444335938,-5383.3623046875,371.43951416015625,104.56935119628906
13.400000199,979.6189575195312,-5383.36181640625,371.4396057128906,104.53218078613281
13.400000199,979.6189575195312,-5383.36181640625,371.4396057128906,104.53218078613281
13.4500002,979.6183471679688,-5383.36181640625,371.4395751953125,104.51725769042969
13.4500002,979.6183471679688,-5383.36181640625,371.4395751953125,104.51725769042969
13.500000201,979.6177978515625,-5383.36181640625,371.43951416015625,104.50234985351562
13.500000201,979.6177978515625,-5383.36181640625,371.43951416015625,104.50234985351562
13.550000201,979.616943359375,-5383.36181640625,371.43951416015625,104.48291015625
13.550000201,979.616943359375,-5383.36181640625,371.43951416015625,104.48291015625
13.550000201,979.6158447265625,-5383.361328125,371.43951416015625,104.45487976074219
13.550000201,979.6158447265625,-5383.361328125,371.43951416015625,104.45487976074219
13.600000202,979.6151123046875,-5383.361328125,371.43951416015625,104.43701171875
13.600000202,979.6151123046875,-5383.361328125,371.43951416015625,104.43701171875
13.650000203,979.6151123046875,-5383.361328125,371.43951416015625,104.43701171875
13.650000203,979.6151123046875,-5383.361328125,371.43951416015625,104.43701171875
13.700000204,979.6142578125,-5383.361328125,371.43951416015625,104.4158706665039
13.700000204,979.6142578125,-5383.361328125,371.43951416015625,104.4158706665039
13.750000204,979.6134033203125,-5383.3603515625,371.43951416015625,104.3948745727539
13.750000204,979.6134033203125,-5383.3603515625,371.43951416015625,104.3948745727539
13.800000205,979.6121826171875,-5383.3603515625,371.4395751953125,104.36271667480469
13.800000205,979.6121826171875,-5383.3603515625,371.4395751953125,104.36271667480469
13.850000206,979.6114501953125,-5383.35986328125,371.4395751953125,104.3453369140625
13.850000206,979.6114501953125,-5383.35986328125,371.4395751953125,104.3453369140625
13.900000207,979.6102294921875,-5383.35986328125,371.4396057128906,104.31462097167969
13.900000207,979.6102294921875,-5383.35986328125,371.4396057128906,104.31462097167969
13.900000207,979.6095581054688,-5383.35986328125,371.4396057128906,104.30010986328125
13.900000207,979.6095581054688,-5383.35986328125,371.4396057128906,104.30010986328125
13.900000207,979.6095581054688,-5383.35986328125,371.4396057128906,104.30010986328125
13.900000207,979.6095581054688,-5383.35986328125,371.4396057128906,104.30010986328125
14.000000208,979.6082763671875,-5383.359375,371.4396057128906,104.26817321777344
14.000000208,979.6082763671875,-5383.359375,371.4396057128906,104.26817321777344
14.050000209,979.607177734375,-5383.359375,371.4396057128906,104.2408447265625
14.050000209,979.607177734375,-5383.359375,371.4396057128906,104.2408447265625
