Time,Sensor,pos x,pos y,pos z,vel,orientation x,orientation y,orientation z,orientation w,ang vel z,lin acc x,lin acc y
94.150001402,pos,-704.278869373142,-3593.2697287726173,695.2934156627853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.150001402,imu,0.0,0.0,0.0,0.0,0.0,-0.0,-0.9089592589166278,-0.4168849549093068,0.22379937767982483,7.9534687995910645,-2.5491597652435303
94.200001403,speed,0.0,0.0,0.0,-1.8603321604760834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.200001403,pos,-704.4883408114654,-3593.3719799466658,695.309869706628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.200001403,imu,0.0,0.0,0.0,0.0,0.0,-0.0,-0.9117523518598064,-0.410740366750228,0.6042079925537109,-82.69744873046875,-15.209296226501465
94.250001404,speed,0.0,0.0,0.0,-1.3156091959483225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.250001404,pos,-704.5360493778063,-3592.936204614432,695.3363644796618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.250001404,imu,0.0,0.0,0.0,0.0,0.0,-0.0,-0.9179497864921586,-0.39669659625335885,0.6120978593826294,-115.27313232421875,-10.712786674499512
94.300001405,speed,0.0,0.0,0.0,-0.5908351701899126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.300001405,pos,-702.9411146678943,-3593.0771624334798,695.3442938590706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.300001405,imu,0.0,0.0,0.0,0.0,0.0,-0.0,-0.9237322324009642,-0.3830388528903183,0.5719967484474182,15.371925354003906,6.278836727142334
94.350001405,speed,0.0,0.0,0.0,-0.23208011841302897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.350001405,imu,0.0,0.0,0.0,0.0,0.0,-0.0,-0.9274776856848138,-0.37387851309849535,0.23783914744853973,12.409963607788086,13.714529037475586
94.350001405,pos,-704.1863390726298,-3593.613078040501,695.3429872300337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
