Time,heading
13.950000207,1.8168178796768188
13.950000207,1.8162130117416382
14.000000208,1.8157421350479126
14.050000209,1.8152910470962524
14.15000021,1.8148051500320435
14.200000211,1.814310908317566
14.250000212,1.81389582157135
14.250000212,1.8136287927627563
14.300000213,1.8131638765335083
14.350000213,1.8127604722976685
14.450000215,1.8122648000717163
14.450000215,1.8119529485702515
14.500000216,1.8116236925125122
14.600000217,1.8115192651748657
14.650000218,1.8114224672317505
14.700000219,1.8110300302505493
14.700000219,1.8105307817459106
14.750000219,1.8101221323013306
14.850000221,1.809740424156189
14.900000222,1.8094273805618286
14.950000222,1.8089185953140259
14.950000222,1.808634638786316
15.000000223,1.8084622621536255
15.100000225,1.8084548711776733
15.150000225,1.8081763982772827
15.200000226,1.8079942464828491
15.200000226,1.808035969734192
15.250000227,1.807886004447937
15.350000228,1.8076156377792358
15.350000228,1.8073524236679077
15.45000023,1.8071168661117554
15.550000231,1.8070429563522339
15.600000232,1.8068517446517944
15.600000232,1.8066538572311401
15.700000233,1.8065046072006226
15.750000234,1.8063009977340698
15.750000234,1.8061777353286743
15.800000235,1.8061999082565308
15.900000236,1.806193470954895
15.900000236,1.806106448173523
15.950000237,1.8058046102523804
16.000000238,1.805855393409729
16.100000239,1.8059085607528687
16.15000024,1.805855393409729
16.15000024,1.8057533502578735
16.200000241,1.8056029081344604
16.250000242,1.8054553270339966
16.350000243,1.8053566217422485
16.400000244,1.8052223920822144
16.450000245,1.8052242994308472
16.500000245,1.805162787437439
16.500000245,1.8050822019577026
16.600000247,1.805090308189392
16.600000247,1.8049618005752563
16.700000248,1.8048063516616821
16.700000248,1.804667592048645
16.750000249,1.8046594858169556
16.850000251,1.8044010400772095
16.900000251,1.8042198419570923
16.900000251,1.8040958642959595
17.000000253,1.8040035963058472
17.000000253,1.8039263486862183
17.100000254,1.804078459739685
17.100000254,1.8042515516281128
17.150000255,1.8042727708816528
17.200000256,1.804244875907898
17.250000257,1.8045588731765747
17.300000257,1.80453360080719
17.400000259,1.8043967485427856
17.400000259,1.80426824092865
17.45000026,1.8041480779647827
17.550000261,1.8042312860488892
17.650000263,1.8044475317001343
17.700000263,1.804566740989685
17.700000263,1.804510474205017
17.800000265,1.804376482963562
17.850000265,1.8044170141220093
17.900000266,1.8045059442520142
17.950000267,1.8048166036605835
18.000000268,1.8049365282058716
18.000000268,1.8048714399337769
18.100000269,1.8047364950180054
18.15000027,1.804597020149231
18.200000271,1.8044649362564087
18.200000271,1.8044925928115845
18.250000271,1.8044780492782593
18.300000272,1.8043385744094849
18.400000274,1.804329514503479
18.400000274,1.8043352365493774
18.500000275,1.8043264150619507
18.550000276,1.8043314218521118
18.550000276,1.8042243719100952
18.650000277,1.8043168783187866
18.650000277,1.8042694330215454
18.700000278,1.8043066263198853
18.80000028,1.8041998147964478
18.80000028,1.8041213750839233
18.85000028,1.8040021657943726
18.950000282,1.8038884401321411
19.000000283,1.8039478063583374
19.050000283,1.8040043115615845
19.100000284,1.8039573431015015
19.100000284,1.8038686513900757
19.150000285,1.8039897680282593
19.200000286,1.8039323091506958
19.250000286,1.803869366645813
19.300000287,1.8037770986557007
19.400000289,1.8038619756698608
19.400000289,1.804003357887268
19.50000029,1.803887963294983
19.550000291,1.8037470579147339
19.600000292,1.8036304712295532
19.650000292,1.8035856485366821
19.650000292,1.8036936521530151
19.750000294,1.8037015199661255
19.750000294,1.8036049604415894
19.800000295,1.803749918937683
19.850000295,1.8037060499191284
19.900000296,1.8038161993026733
19.950000297,1.8037101030349731
20.050000298,1.8037101030349731
20.100000299,1.8037837743759155
20.1500003,1.8036078214645386
20.1500003,1.8037186861038208
20.200000301,1.8037322759628296
20.250000301,1.80374014377594
20.350000303,1.8038285970687866
20.400000303,1.8037463426589966
20.450000304,1.80364191532135
20.500000305,1.8034950494766235
20.550000306,1.803360104560852
20.600000306,1.8032699823379517
20.650000307,1.8031717538833618
20.700000308,1.8033350706100464
20.750000309,1.8032203912734985
20.800000309,1.8033696413040161
20.85000031,1.8033851385116577
20.950000312,1.8033357858657837
20.950000312,1.8032647371292114
21.000000312,1.803226113319397
21.050000313,1.803146481513977
