Time,pos x,pos y,pos z,vel,heading,ang vel z,lin acc x,lin acc y
2298.650034252,-821.72607421875,-5075.0341796875,376.0599670410156,-4.227747721597552,-83.24764251708984,16.727737426757812,-3.194727897644043,27.423391342163086
2298.650034252,-821.72607421875,-5075.0341796875,376.0599670410156,-4.227747721597552,-83.24764251708984,16.727737426757812,-3.194727897644043,27.423391342163086
2298.650034252,-821.7045288085938,-5074.83447265625,376.0594177246094,-3.06928725913167,-82.54329681396484,12.186722755432129,-4.084428787231445,27.159814834594727
2298.700034253,-821.7045288085938,-5074.83447265625,376.0594177246094,-3.06928725913167,-82.54329681396484,12.186722755432129,-4.084428787231445,27.159814834594727
2298.700034253,-821.7045288085938,-5074.83447265625,376.0594177246094,-3.06928725913167,-82.54329681396484,12.186722755432129,-4.084428787231445,27.159814834594727
2298.750034254,-821.6931762695312,-5074.7021484375,376.0592346191406,-1.9365005185827613,-82.10391998291016,6.689663410186768,-4.644659042358398,27.15215301513672
2298.750034254,-821.6931762695312,-5074.7021484375,376.0592346191406,-1.9365005185827613,-82.10391998291016,6.689663410186768,-4.644659042358398,27.15215301513672
2298.750034254,-821.6931762695312,-5074.7021484375,376.0592346191406,-1.9365005185827613,-82.10391998291016,6.689663410186768,-4.644659042358398,27.15215301513672
2298.750034254,-821.6918334960938,-5074.638671875,376.0594177246094,-0.762709126342088,-81.92643737792969,2.3205087184906006,-4.034120559692383,27.336254119873047
2298.800034254,-821.6918334960938,-5074.638671875,376.0594177246094,-0.762709126342088,-81.92643737792969,2.3205087184906006,-4.034120559692383,27.336254119873047
2298.800034254,-821.6918334960938,-5074.638671875,376.0594177246094,-0.762709126342088,-81.92643737792969,2.3205087184906006,-4.034120559692383,27.336254119873047
2298.850034255,-821.6932373046875,-5074.63232421875,376.0595703125,-0.0046385955065488815,-81.92723083496094,-0.006766289006918669,-0.07840597629547119,15.140815734863281
2298.850034255,-821.6932373046875,-5074.63232421875,376.0595703125,-0.0046385955065488815,-81.92723083496094,-0.006766289006918669,-0.07840597629547119,15.140815734863281
2298.850034255,-821.6932373046875,-5074.63232421875,376.0595703125,-0.0046385955065488815,-81.92723083496094,-0.006766289006918669,-0.07840597629547119,15.140815734863281
2298.850034255,-821.6931762695312,-5074.63134765625,376.0586242675781,0.011799132800661027,-81.93094635009766,-0.08832157403230667,0.0828474760055542,0.21034924685955048
2298.900034256,-821.6931762695312,-5074.63134765625,376.0586242675781,0.011799132800661027,-81.93094635009766,-0.08832157403230667,0.0828474760055542,0.21034924685955048
2298.900034256,-821.6931762695312,-5074.63134765625,376.0586242675781,0.011799132800661027,-81.93094635009766,-0.08832157403230667,0.0828474760055542,0.21034924685955048
2298.950034257,-821.693359375,-5074.62841796875,376.0572814941406,0.014633944490924478,-81.93864440917969,-0.10785482078790665,-0.048315130174160004,0.06520010530948639
2298.950034257,-821.693359375,-5074.62841796875,376.0572814941406,0.014633944490924478,-81.93864440917969,-0.10785482078790665,-0.048315130174160004,0.06520010530948639
2298.950034257,-821.693359375,-5074.62841796875,376.0572814941406,0.014633944490924478,-81.93864440917969,-0.10785482078790665,-0.048315130174160004,0.06520010530948639
2298.950034257,-821.6937255859375,-5074.6259765625,376.05609130859375,0.011800567852333188,-81.94596862792969,-0.08409595489501953,-0.06300020217895508,0.0099119171500206
2299.000034257,-821.6937255859375,-5074.6259765625,376.05609130859375,0.011800567852333188,-81.94596862792969,-0.08409595489501953,-0.06300020217895508,0.0099119171500206
2299.000034257,-821.6937255859375,-5074.6259765625,376.05609130859375,0.011800567852333188,-81.94596862792969,-0.08409595489501953,-0.06300020217895508,0.0099119171500206
2299.050034258,-821.694091796875,-5074.6240234375,376.0549011230469,0.012535943882539868,-81.95104217529297,-0.04698847234249115,0.03071020357310772,-0.004831552505493164
2299.050034258,-821.694091796875,-5074.6240234375,376.0549011230469,0.012535943882539868,-81.95104217529297,-0.04698847234249115,0.03071020357310772,-0.004831552505493164
